0,AA,AAWW,ABG,ACH,ACLS,ACM,ADC,ADM,ADUS,AEE,AEG,AEIS,AEP,AER,AGYS,BAC,CCM,CENT,ERII,ETN,HTH,IDA,IEP,IMOS,INDB,INFI,MT,NBR,NBTB,NC,REG,RELL,SRT,STC,TNK
Terminal value,2958.855773707496,4633.774671423497,3612.475862068967,1987.1882580730596,3646.6128947368425,2654.479312652829,3122.131316662152,3196.645212097317,1721.4944479495275,3259.2802523502487,3081.3093185448774,2601.881020397812,3165.779461484818,3686.2814843006695,1471.5011191709834,2083.4462901461684,1502.3868722990321,3048.5543054187197,1170.492631578947,4718.878754071414,2290.533632761884,3599.4217931657354,2794.0093433598595,8121.322777615938,4089.7642123608293,2737.2935234899337,2145.6716735894956,3018.782125809444,3285.574870977021,5577.739450712307,3940.4412652472447,5245.791142856636,1886.9917164179124,2597.6535265896487,3386.7945728386594
Standard Deviation,0.3639334087106223,0.4796136936043457,0.4603591744770392,0.4123042643331058,0.7558749557847232,0.2689024427195123,0.3999565327980599,0.2495770073004664,0.5843989352938791,0.19172159275765202,0.39108844651364205,0.5587710451536523,0.16975024663236257,0.44612222654508316,0.5899115532155214,0.3404474011904907,0.3957730870804931,0.32039453842102955,0.45605674308138944,0.31130048640292446,0.14830331574758288,0.18099387657025717,0.3344466310598812,0.7173509768984175,0.30068580016864543,0.42611233674351295,0.42365414102829757,0.4117443856036892,0.2533202003262367,0.704405779745348,0.2560400052181597,0.3282984393573952,0.43932182267158404,0.38805337858172134,0.40505087574627213
