0,AA,AAWW,ABG,ACH,ACLS,ACM,ADC,ADM,ADUS,AEE,AEG,AEIS,AEP,AER,AGYS,BAC,CCM,CENT,ERII,ETN,HTH,IDA,IEP,IMOS,INDB,INFI,MT,NBR,NBTB,NC,REG,RELL,SRT,STC,TNK
Terminal value,2641.1668523640087,4143.769965866751,4116.032884510344,2038.1291475421035,6522.549868421054,2663.9491823316107,3569.5415646465485,2792.324408673943,1261.8283911671924,3124.136996845181,2482.1660538289093,2415.2779592043844,3073.3683333158697,3849.3912844909646,1746.85243523316,2247.8299769043847,2150.815508427625,2812.1013399014782,1479.3726315789474,4601.161582539036,2391.800012925805,3410.4611740363,2525.7528210699775,5909.973704458979,3867.371488813959,2900.2847315436247,2298.6442840891295,2542.592489682467,3657.303266195699,6112.400841765814,3582.7512084037357,4615.150771943289,1869.223432835823,2990.771203244973,4380.148766743543
Standard Deviation,0.3838674870411937,0.45663784528360624,0.4986073913988492,0.45712231427330663,0.6571823031189837,0.26860555296778527,0.3827686763616727,0.24383083468881347,0.6283631211658878,0.20268886930211868,0.41086029954273623,0.6102322942575126,0.17332964446429505,0.47368424141128335,0.6396744809961827,0.36073830195333384,0.3962390459992748,0.32621289534905434,0.47078306300900413,0.31423551612382244,0.14610739694790723,0.19961640763639033,0.3631269410952729,0.8029681783614112,0.314359628752459,0.48349240591643855,0.4625874413069477,0.42765477872363733,0.2777141177663158,0.7715612502369767,0.2815852321571039,0.36783093465937794,0.4835873611758926,0.4152640159801698,0.40356713694302204
