Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01,24.610001,25.760000,23.820000,25.520000,24.926668,19081400
2021-01-08,24.889999,25.129999,23.930000,24.700001,24.125734,18345200
2021-01-15,24.120001,24.219999,22.940001,23.120001,22.582468,19976900
2021-01-22,22.590000,22.830000,20.500000,22.459999,21.937811,32207300
2021-01-29,22.129999,22.580000,21.240000,21.990000,21.478741,22059400
2021-02-05,22.410000,23.770000,22.080000,22.620001,22.094093,21539700
2021-02-12,22.309999,24.059999,22.209999,22.959999,22.426188,13716800
2021-02-19,23.320000,25.049999,22.730000,23.740000,23.188053,24830600
2021-02-26,23.930000,25.290001,23.040001,23.580000,23.031773,28719400
2021-03-05,24.389999,26.910000,23.570000,26.770000,26.147608,37876600
2021-03-12,26.120001,27.770000,26.120001,26.910000,26.284353,48428100
2021-03-19,27.549999,28.020000,25.010000,26.209999,25.600626,34749300
2021-03-26,26.870001,29.620001,26.870001,29.350000,28.667624,39382500
2021-04-02,29.750000,30.459999,28.719999,29.340000,28.657856,20725600
2021-04-09,28.860001,30.030001,28.670000,29.540001,28.853207,18817600
2021-04-16,30.020000,30.270000,28.250000,29.139999,28.462505,17285700
2021-04-23,29.879999,31.490000,29.709999,30.600000,29.888561,33252600
2021-04-30,29.549999,32.400002,29.059999,32.340000,31.588106,34128900
2021-05-07,32.560001,33.959999,31.530001,32.139999,31.392756,34623700
2021-05-14,32.450001,33.270000,30.540001,31.120001,30.396471,23659700
2021-05-21,31.040001,32.619999,30.620001,32.400002,31.646715,19644900
2021-05-28,32.470001,33.959999,32.160000,32.790001,32.027645,15147500
2021-06-04,33.270000,33.459999,31.770000,32.590000,31.832293,19986900
2021-06-11,33.400002,33.709999,28.570000,28.770000,28.363735,23143000
2021-06-18,28.549999,30.980000,28.180000,30.790001,30.355211,21766700
2021-06-25,31.290001,31.740000,30.200001,31.230000,30.788998,13961700
2021-07-02,31.520000,31.549999,28.900000,29.670000,29.251026,10393700
2021-07-09,30.690001,31.889999,30.230000,31.150000,30.710127,15813800
2021-07-16,30.639999,31.990000,28.340000,31.780001,31.331232,22836800
2021-07-23,31.980000,35.450001,31.730000,35.130001,34.633926,23268200
2021-07-30,35.240002,35.430000,34.000000,34.340000,33.855080,17934100
2021-08-06,34.820000,36.369999,34.310001,36.220001,35.708534,16127800
2021-08-13,36.130001,36.580002,32.410000,32.759998,32.297390,19097900
2021-08-20,32.619999,34.669998,32.450001,33.369999,32.898777,17909500
2021-08-27,33.820000,34.860001,32.930000,33.770000,33.293129,18931100
2021-09-03,33.959999,34.450001,32.849998,32.919998,32.455132,11397000
2021-09-10,33.099998,34.410000,32.240002,33.360001,32.888920,19440700
2021-09-17,32.799999,32.990002,28.660000,30.389999,29.960859,32077300
2021-09-24,30.100000,30.760000,29.520000,30.160000,29.734106,19274400
2021-10-01,29.700001,29.830000,27.780001,28.799999,28.393311,23777000
2021-10-08,29.280001,32.049999,28.910000,31.920000,31.469254,18757300
2021-10-15,32.110001,32.910000,31.340000,31.740000,31.291796,15195800
2021-10-22,31.879999,34.099998,31.480000,33.910000,33.431152,15654300
2021-10-29,33.779999,34.880001,32.630001,32.779999,32.317108,16485100
2021-11-05,32.230000,33.650002,30.910000,32.490002,32.031208,23395500
2021-11-12,31.500000,31.750000,30.120001,30.660000,30.227047,21576200
2021-11-19,29.969999,30.760000,29.160000,29.180000,28.767946,15526400
2021-11-26,27.549999,28.430000,26.590000,28.150000,27.752491,27671700
2021-12-03,28.030001,29.850000,27.309999,29.170000,28.758087,18480900
2021-12-10,29.530001,32.830002,28.840000,32.200001,31.745300,25850700
2021-12-17,32.349998,32.990002,31.190001,32.080002,31.626997,22072900
2021-12-24,32.290001,32.759998,31.680000,31.740000,31.291796,10201300
2021-12-31,31.760000,33.910000,31.760000,33.490002,33.017086,19273400
2022-01-07,34.200001,37.869999,33.919998,37.279999,36.753563,27765500
2022-01-14,36.939999,37.470001,34.130001,34.139999,33.657906,22484200
2022-01-21,33.529999,33.529999,28.629999,28.680000,28.275007,43780800
2022-01-28,28.950001,32.099998,28.219999,31.480000,31.035467,27649800
2022-02-04,30.959999,34.389999,30.920000,33.200001,32.731178,28480300
2022-02-11,32.049999,32.299999,29.530001,30.459999,30.029869,27958800
2022-02-18,30.530001,31.320000,27.250000,28.350000,27.949667,20615900
2022-02-25,30.209999,33.259998,29.980000,32.209999,31.755157,28838000
2022-03-04,29.959999,30.320000,27.709999,30.020000,29.596085,30342800
2022-03-11,30.260000,32.299999,29.480000,31.990000,31.538265,22651200
2022-03-18,31.559999,34.169998,31.120001,34.049999,33.569176,24676700
2022-03-25,33.919998,34.590000,31.969999,32.009998,31.557981,18373100
2022-04-01,32.610001,33.029999,29.900000,30.809999,30.374928,15948800
2022-04-08,30.750000,33.119999,30.379999,33.009998,32.543861,18042500
2022-04-15,33.090000,33.900002,32.349998,32.470001,32.011490,10372800
2022-04-22,32.549999,32.560001,28.070000,29.620001,29.201733,21156500
2022-04-29,29.780001,30.040001,29.150000,29.240000,28.827099,3748100
