Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01,32.700001,33.980000,31.160000,33.849998,33.849998,3959700
2021-01-08,34.029999,38.529999,33.639999,37.790001,37.790001,5269300
2021-01-15,38.139999,41.369999,37.549999,39.090000,39.090000,4038200
2021-01-22,38.580002,46.799999,38.200001,44.459999,44.459999,5741600
2021-01-29,45.220001,51.320000,41.880001,49.000000,49.000000,5581700
2021-02-05,51.250000,61.340000,50.709999,60.060001,60.060001,6310600
2021-02-12,60.040001,61.349998,56.540001,57.980000,57.980000,2736600
2021-02-19,58.040001,58.840000,51.080002,52.419998,52.419998,2935800
2021-02-26,52.599998,53.900002,48.599998,50.009998,50.009998,2430800
2021-03-05,51.150002,56.090000,46.599998,55.480000,55.480000,3010900
2021-03-12,55.770000,56.970001,52.520000,52.939999,52.939999,6391500
2021-03-19,52.500000,53.009998,47.299999,49.689999,49.689999,2257300
2021-03-26,50.009998,50.869999,46.779999,50.340000,50.340000,2115300
2021-04-02,50.759998,51.849998,48.529999,49.000000,49.000000,1916700
2021-04-09,48.759998,49.560001,46.299999,47.700001,47.700001,2498400
2021-04-16,47.950001,49.740002,46.740002,47.560001,47.560001,2125400
2021-04-23,47.660000,53.349998,47.520000,53.250000,53.250000,2890700
2021-04-30,52.360001,53.259998,48.160000,50.169998,50.169998,4339400
2021-05-07,50.480000,51.169998,46.500000,47.700001,47.700001,2191900
2021-05-14,48.070000,48.980000,45.599998,47.549999,47.549999,1631500
2021-05-21,47.990002,53.290001,46.080002,53.040001,53.040001,4262000
2021-05-28,53.480000,54.639999,51.740002,53.970001,53.970001,1828200
2021-06-04,54.330002,54.939999,50.360001,51.090000,51.090000,2195100
2021-06-11,51.529999,51.869999,47.310001,48.740002,48.740002,1997000
2021-06-18,48.200001,51.049999,46.680000,51.020000,51.020000,2017200
2021-06-25,50.900002,52.570000,49.500000,49.939999,49.939999,2339200
2021-07-02,49.790001,49.889999,46.610001,48.619999,48.619999,1346000
2021-07-09,49.410000,50.650002,47.619999,48.299999,48.299999,1785400
2021-07-16,48.650002,51.230000,47.000000,49.970001,49.970001,1825600
2021-07-23,50.470001,51.869999,48.930000,51.389999,51.389999,1277000
2021-07-30,51.009998,52.299999,47.099998,52.160000,52.160000,2715700
2021-08-06,52.169998,55.869999,51.020000,55.250000,55.250000,1765100
2021-08-13,55.500000,55.500000,49.130001,49.290001,49.290001,1389100
2021-08-20,48.799999,53.360001,48.799999,51.680000,51.680000,1246300
2021-08-27,51.770000,52.869999,51.299999,52.150002,52.150002,2154700
2021-09-03,52.029999,52.459999,49.040001,49.180000,49.180000,1252100
2021-09-10,49.459999,51.230000,47.529999,50.830002,50.830002,2012000
2021-09-17,50.740002,55.139999,49.410000,54.849998,54.849998,4281500
2021-09-24,54.689999,56.110001,53.290001,55.070000,55.070000,1836700
2021-10-01,55.570000,57.900002,53.770000,57.799999,57.799999,1280100
2021-10-08,58.000000,58.209999,56.169998,56.200001,56.200001,951800
2021-10-15,56.500000,56.700001,54.080002,56.570000,56.570000,901300
2021-10-22,56.599998,58.400002,54.349998,57.279999,57.279999,1958100
2021-10-29,57.180000,65.900002,57.180000,65.059998,65.059998,3109100
2021-11-05,65.750000,68.760002,50.759998,54.169998,54.169998,5310300
2021-11-12,54.200001,54.869999,50.349998,50.750000,50.750000,3001900
2021-11-19,49.759998,51.040001,47.459999,48.549999,48.549999,1816000
2021-11-26,47.060001,48.990002,43.279999,43.869999,43.869999,2054000
2021-12-03,43.869999,48.119999,42.029999,46.660000,46.660000,2099100
2021-12-10,46.750000,47.360001,42.599998,43.590000,43.590000,2107300
2021-12-17,43.529999,46.990002,43.070000,45.459999,45.459999,2549100
2021-12-24,45.459999,45.790001,44.209999,44.730000,44.730000,1120400
2021-12-31,45.110001,47.240002,44.220001,46.419998,46.419998,1621300
2022-01-07,46.689999,47.900002,45.619999,45.740002,45.740002,1457000
2022-01-14,45.599998,47.810001,44.599998,46.500000,46.500000,1666700
2022-01-21,46.360001,47.689999,43.470001,44.500000,44.500000,2936600
2022-01-28,44.389999,45.599998,40.150002,44.020000,44.020000,2742200
2022-02-04,43.980000,44.400002,39.130001,42.090000,42.090000,1942800
2022-02-11,41.950001,44.990002,41.279999,44.290001,44.290001,1547500
2022-02-18,44.099998,44.290001,40.020000,42.119999,42.119999,1542500
2022-02-25,42.180000,47.759998,41.990002,46.500000,46.500000,1694300
2022-03-04,45.799999,51.820000,44.669998,51.250000,51.250000,2485400
2022-03-11,51.410000,52.720001,46.220001,49.900002,49.900002,1815700
2022-03-18,49.590000,50.029999,47.070000,47.950001,47.950001,2071600
2022-03-25,47.910000,50.590000,47.570000,48.799999,48.799999,1837500
2022-04-01,48.790001,50.000000,44.240002,44.599998,44.599998,2202400
2022-04-08,44.689999,46.990002,43.070000,46.349998,46.349998,1470800
2022-04-15,46.169998,47.000000,42.290001,42.560001,42.560001,1159000
2022-04-22,42.310001,43.070000,36.200001,37.560001,37.560001,2909300
2022-04-29,37.610001,38.759998,36.709999,36.810001,36.810001,426100
