Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01,17.100000,20.590000,15.950000,20.299999,20.299999,13208400
2021-01-08,21.010000,23.790001,19.000000,23.350000,23.350000,24983800
2021-01-15,23.200001,26.296000,21.600000,24.020000,24.020000,21248200
2021-01-22,23.540001,28.540001,23.000000,24.059999,24.059999,17630400
2021-01-29,24.100000,28.000000,22.325001,27.070000,27.070000,13150000
2021-02-05,27.000000,34.939999,26.590000,29.270000,29.270000,26810900
2021-02-12,29.500000,33.029999,26.120001,26.250000,26.250000,16040500
2021-02-19,27.059999,28.150000,19.120001,20.660000,20.660000,20942300
2021-02-26,20.870001,21.520000,15.550000,16.430000,16.430000,21752900
2021-03-05,16.510000,20.879999,14.200000,20.590000,20.590000,24006400
2021-03-12,19.809999,21.469999,17.860001,19.360001,19.360001,20034400
2021-03-19,19.540001,21.459999,15.440000,16.870001,16.870001,29698000
2021-03-26,16.910000,17.070000,14.020000,15.360000,15.360000,19214800
2021-04-02,15.640000,15.699000,13.700000,14.250000,14.250000,10689400
2021-04-09,14.150000,14.490000,12.230000,12.570000,12.570000,13873400
2021-04-16,12.550000,13.750000,10.780000,12.730000,12.730000,23011200
2021-04-23,13.120000,14.930000,12.980000,14.590000,14.590000,17553100
2021-04-30,14.140000,14.770000,11.300000,11.670000,11.670000,12023200
2021-05-07,11.810000,13.060000,10.200000,11.700000,11.700000,21167000
2021-05-14,11.840000,13.991000,11.660000,12.870000,12.870000,18614200
2021-05-21,13.000000,14.039000,12.400000,13.570000,13.570000,17526700
2021-05-28,13.620000,14.900000,12.920000,14.590000,14.590000,15064500
2021-06-04,14.690000,15.480000,12.580000,12.860000,12.860000,36971500
2021-06-11,12.880000,13.280000,11.690000,12.310000,12.310000,22773500
2021-06-18,12.270000,13.410000,12.080000,13.010000,13.010000,30463100
2021-06-25,13.000000,13.210000,10.990000,11.010000,11.010000,45917100
2021-07-02,11.070000,11.300000,9.930000,10.670000,10.670000,22745500
2021-07-09,10.740000,10.830000,9.180000,9.380000,9.380000,23744800
2021-07-16,9.390000,9.630000,8.760000,8.970000,8.970000,20152300
2021-07-23,9.020000,9.580000,8.650000,9.240000,9.240000,17421100
2021-07-30,9.150000,9.449000,8.550000,9.390000,9.390000,15225300
2021-08-06,9.400000,9.820000,8.260000,8.780000,8.780000,51301700
2021-08-13,8.750000,8.750000,7.120000,7.340000,7.340000,37804300
2021-08-20,7.430000,8.620000,7.310000,8.140000,8.140000,25686500
2021-08-27,8.100000,8.930000,7.975000,8.910000,8.910000,17744200
2021-09-03,8.910000,9.060000,8.110000,8.260000,8.260000,19155700
2021-09-10,8.170000,8.305000,7.430000,7.720000,7.720000,29931100
2021-09-17,7.700000,7.935000,7.320000,7.900000,7.900000,29917200
2021-09-24,7.810000,8.000000,7.170000,7.170000,7.170000,22311400
2021-10-01,7.200000,7.340000,6.700000,7.190000,7.190000,21968800
2021-10-08,7.190000,7.320000,6.830000,7.000000,7.000000,15382300
2021-10-15,7.100000,7.550000,6.780000,7.450000,7.450000,21586600
2021-10-22,7.400000,7.550000,6.995000,7.140000,7.140000,18292500
2021-10-29,7.140000,9.690000,6.890000,8.870000,8.870000,69776500
2021-11-05,8.920000,9.290000,8.055000,8.500000,8.500000,36130800
2021-11-12,8.590000,8.945000,6.430000,6.980000,6.980000,56284900
2021-11-19,6.860000,7.080000,6.385000,6.820000,6.820000,19961700
2021-11-26,6.680000,6.740000,5.730000,5.980000,5.980000,32063600
2021-12-03,5.940000,6.430000,5.390000,5.900000,5.900000,37018900
2021-12-10,5.970000,6.200000,5.100000,5.190000,5.190000,25284800
2021-12-17,5.140000,5.460000,4.950000,5.350000,5.350000,23997300
2021-12-24,5.340000,5.350000,4.660000,5.070000,5.070000,28454100
2021-12-31,4.940000,5.390000,4.429000,4.570000,4.570000,23651000
2022-01-07,4.590000,4.850000,4.240000,4.350000,4.350000,20915600
2022-01-14,4.310000,4.445000,3.830000,3.850000,3.850000,20737400
2022-01-21,3.800000,4.195000,3.250000,3.510000,3.510000,44874500
2022-01-28,3.500000,4.395000,3.420000,3.730000,3.730000,29145800
2022-02-04,3.760000,4.520000,3.720000,4.200000,4.200000,32069400
2022-02-11,4.280000,4.450000,3.930000,4.080000,4.080000,25117300
2022-02-18,4.050000,4.130000,3.370000,3.920000,3.920000,20972900
2022-02-25,3.940000,4.350000,3.705000,3.840000,3.840000,28384300
2022-03-04,3.820000,4.280000,3.500000,4.130000,4.130000,42210800
2022-03-11,4.180000,5.000000,3.423000,4.990000,4.990000,37489900
2022-03-18,4.930000,5.220000,4.700000,4.920000,4.920000,30686200
2022-03-25,4.910000,5.180000,4.560000,4.740000,4.740000,21450300
2022-04-01,4.780000,5.280000,4.455000,4.610000,4.610000,25015600
2022-04-08,4.590000,4.680000,4.215000,4.260000,4.260000,19348900
2022-04-15,4.240000,4.260000,3.840000,3.890000,3.890000,17109100
2022-04-22,3.850000,3.930000,3.365000,3.650000,3.650000,22289500
2022-04-29,3.610000,3.780000,3.490000,3.510000,3.510000,4316700
