Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01,23.299999,23.770000,22.260000,23.580000,22.303102,7077100
2021-01-08,23.709999,23.959999,22.830000,23.040001,21.792349,7706700
2021-01-15,22.830000,22.860001,20.809999,21.350000,20.193863,10862700
2021-01-22,20.540001,21.570000,19.790001,21.219999,20.070902,16561800
2021-01-29,21.240000,23.900000,20.790001,23.170000,21.915304,18037100
2021-02-05,23.459999,24.450001,23.209999,23.580000,22.303102,11437700
2021-02-12,23.400000,24.139999,23.059999,23.299999,22.038265,6637800
2021-02-19,23.540001,25.790001,23.379999,25.350000,23.977257,14750300
2021-02-26,25.340000,26.410000,24.950001,25.570000,24.185343,13223300
2021-03-05,25.840000,26.959999,25.180000,26.580000,25.140648,9000300
2021-03-12,26.639999,26.959999,24.780001,24.799999,23.457037,11621600
2021-03-19,24.680000,25.490000,23.209999,24.430000,23.107075,48993700
2021-03-26,24.590000,25.030001,23.990000,24.590000,23.258410,10433100
2021-04-02,24.820000,25.480000,24.549999,24.730000,23.634485,7307100
2021-04-09,24.730000,25.230000,24.350000,24.740000,23.644041,10852800
2021-04-16,24.809999,25.590000,23.420000,23.959999,22.898594,16785600
2021-04-23,24.040001,24.940001,23.870001,24.610001,23.519802,9390800
2021-04-30,24.540001,24.760000,23.600000,24.320000,23.242647,10443600
2021-05-07,24.219999,24.910000,22.820000,23.170000,22.143589,8398100
2021-05-14,23.340000,24.490000,23.209999,23.680000,22.630999,9019100
2021-05-21,23.879999,24.250000,23.309999,23.990000,22.927267,6985500
2021-05-28,24.010000,24.090000,23.219999,23.990000,22.927267,8448100
2021-06-04,24.049999,25.450001,23.910000,25.090000,23.978535,9843400
2021-06-11,25.270000,25.530001,23.629999,23.629999,22.583212,12726400
2021-06-18,23.250000,23.920000,22.900000,23.830000,22.774355,15238000
2021-06-25,23.740000,24.350000,23.240000,23.820000,22.764797,9458100
2021-07-02,24.000000,24.400000,22.930000,23.820000,23.006153,12018200
2021-07-09,24.100000,24.299999,23.219999,23.320000,22.523237,8572000
2021-07-16,23.450001,23.799999,21.570000,23.250000,22.455626,13093000
2021-07-23,23.180000,24.990000,22.959999,24.280001,23.450438,10540400
2021-07-30,23.980000,24.680000,23.420000,23.480000,22.677771,6337900
2021-08-06,23.690001,24.459999,23.430000,24.160000,23.334538,5604200
2021-08-13,24.190001,24.190001,22.129999,22.260000,21.499453,4727500
2021-08-20,22.170000,23.059999,22.110001,22.340000,21.576719,6237700
2021-08-27,22.240000,23.250000,22.040001,23.219999,22.426653,10448200
2021-09-03,23.240000,23.379999,20.860001,21.200001,20.475670,10568300
2021-09-10,21.260000,21.370001,20.469999,20.980000,20.263187,12968400
2021-09-17,20.879999,21.129999,20.040001,20.680000,19.973436,18592000
2021-09-24,20.650000,21.660000,20.080000,20.170000,19.480862,7452900
2021-10-01,20.389999,21.360001,20.209999,21.160000,20.682083,8673300
2021-10-08,21.219999,21.360001,20.129999,20.400000,19.939249,6562400
2021-10-15,20.590000,21.030001,20.000000,20.860001,20.388861,6886500
2021-10-22,20.879999,20.990000,17.590000,18.000000,17.593454,20488600
2021-10-29,17.930000,19.690001,17.610001,18.850000,18.424257,15167200
2021-11-05,18.990000,20.139999,18.840000,20.049999,19.597155,11170700
2021-11-12,20.010000,20.480000,19.110001,19.200001,18.766354,13157000
2021-11-19,19.100000,20.520000,18.900000,20.200001,19.743767,13164900
2021-11-26,19.610001,20.059999,18.139999,19.900000,19.450542,18594100
2021-12-03,19.950001,21.389999,19.870001,21.059999,20.584341,12740100
2021-12-10,21.250000,21.480000,20.250000,20.639999,20.173828,14417800
2021-12-17,20.570000,22.480000,19.840000,22.450001,21.942949,15768300
2021-12-24,22.350000,23.389999,22.350000,22.820000,22.304592,8209700
2021-12-31,22.740000,24.139999,22.600000,23.639999,23.356136,11010100
2022-01-07,23.700001,24.070000,23.370001,23.930000,23.642656,8750000
2022-01-14,23.690001,23.920000,22.379999,22.420000,22.150787,10865700
2022-01-21,22.110001,22.450001,19.180000,20.430000,20.184683,20809800
2022-01-28,20.309999,22.510000,19.930000,21.940001,21.676552,15572100
2022-02-04,21.830000,22.260000,21.219999,21.400000,21.143034,10826600
2022-02-11,21.350000,23.250000,20.389999,22.070000,21.804989,13225600
2022-02-18,22.030001,22.200001,18.959999,19.780001,19.542488,9624600
2022-02-25,19.950001,20.129999,18.650000,19.320000,19.088011,11531100
2022-03-04,18.990000,19.139999,17.510000,18.820000,18.594015,12880500
2022-03-11,19.260000,19.840000,18.250000,19.590000,19.354769,11430500
2022-03-18,19.309999,20.559999,19.260000,20.150000,19.908045,12324100
2022-03-25,20.350000,20.990000,20.129999,20.170000,19.927805,9539600
2022-04-01,20.250000,20.340000,18.629999,19.379999,19.379999,11532900
2022-04-08,19.459999,19.820000,18.680000,18.790001,18.790001,9776600
2022-04-15,18.680000,20.290001,16.070000,16.740000,16.740000,19606600
2022-04-22,16.510000,18.280001,16.170000,17.530001,17.530001,18718100
2022-04-29,17.510000,17.940001,17.360001,17.400000,17.400000,2923800
