Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01,48.779999,52.650002,48.450001,51.689999,49.965660,12104300
2021-01-08,51.750000,55.119999,50.369999,53.980000,52.179272,10136200
2021-01-15,53.549999,54.230000,52.500000,53.980000,52.179272,5677800
2021-01-22,53.349998,53.619999,50.009998,51.740002,50.014000,7525600
2021-01-29,51.500000,52.830002,49.099998,52.209999,50.468319,7682500
2021-02-05,52.480000,55.950001,52.419998,54.939999,53.107250,10356700
2021-02-12,54.919998,57.730000,54.549999,55.599998,53.745235,10445600
2021-02-19,56.419998,57.060001,54.880001,55.669998,53.812893,13220900
2021-02-26,55.669998,56.419998,52.590000,53.250000,51.473629,9219900
2021-03-05,53.849998,58.575001,52.930000,58.540001,56.587162,10165300
2021-03-12,58.189999,59.764999,57.360001,57.590000,55.668850,9373400
2021-03-19,57.529999,57.669998,53.430000,55.009998,53.174911,11814500
2021-03-26,55.250000,56.950001,53.200001,54.490002,52.672264,11107200
2021-04-02,55.650002,56.110001,54.369999,54.680000,53.300579,6103700
2021-04-09,54.500000,57.080002,54.139999,56.230000,54.811474,7597200
2021-04-16,56.660000,56.820000,52.280998,53.740002,52.384293,10424900
2021-04-23,53.900002,57.500000,53.330002,56.169998,54.752987,8611900
2021-04-30,55.680000,59.720001,54.849998,59.570000,58.067215,11026300
2021-05-07,59.680000,62.369999,58.840000,59.290001,57.794281,11824500
2021-05-14,59.810001,62.320000,58.869999,59.919998,58.408386,8546600
2021-05-21,60.480000,61.770000,59.560001,61.610001,60.055756,9998900
2021-05-28,61.750000,64.180000,61.250000,62.680000,61.098763,12078000
2021-06-04,64.010002,65.930000,63.799999,64.570000,62.941078,13960200
2021-06-11,64.930000,65.419998,59.040001,59.230000,57.735794,11999800
2021-06-18,58.529999,61.858002,57.630001,60.889999,59.353916,12974900
2021-06-25,61.395000,61.970001,58.869999,61.430000,59.880295,8189000
2021-07-02,61.400002,61.639999,58.169998,59.580002,58.529922,5477000
2021-07-09,60.270000,62.450001,60.025002,61.200001,60.121368,5258600
2021-07-16,61.580002,61.709999,57.080002,59.560001,58.510273,7890600
2021-07-23,59.900002,60.290001,57.990002,59.930000,58.873753,5291700
2021-07-30,60.119999,60.889999,57.529999,58.020000,56.997417,7388200
2021-08-06,58.480000,64.529999,58.290001,63.630001,62.508545,10660000
2021-08-13,63.480000,63.930000,57.450001,58.060001,57.036713,10066500
2021-08-20,57.869999,61.259998,57.660000,60.049999,58.991638,5268800
2021-08-27,60.000000,61.700001,59.820000,61.660000,60.573257,5876000
2021-09-03,61.790001,63.180000,60.139999,62.630001,61.526165,6251700
2021-09-10,63.139999,64.355003,60.830002,63.160000,62.046825,6853700
2021-09-17,62.680000,64.620003,60.599998,64.580002,63.441795,7769200
2021-09-24,64.209999,66.470001,63.860001,64.830002,63.687393,8448400
2021-10-01,65.250000,69.910004,65.180000,69.500000,68.752388,13843500
2021-10-08,69.870003,72.160004,69.599998,71.739998,70.968292,8440200
2021-10-15,72.000000,72.209999,69.654999,69.910004,69.157974,6729100
2021-10-22,70.059998,70.910004,69.180000,70.150002,69.395393,5366800
2021-10-29,69.660004,73.500000,67.010002,67.150002,66.427666,12462200
2021-11-05,67.250000,69.169998,66.260002,68.300003,67.565300,8410700
2021-11-12,68.110001,69.199997,67.089996,69.070000,68.327003,8027400
2021-11-19,68.510002,71.050003,67.510002,69.690002,68.940346,8923800
2021-11-26,67.669998,69.629997,65.839996,67.379997,66.655182,10182000
2021-12-03,67.879997,71.570000,66.875000,69.419998,68.673241,8999900
2021-12-10,70.309998,73.080002,68.580002,71.400002,70.631950,12091800
2021-12-17,71.389999,75.660004,68.110001,74.989998,74.183327,13577000
2021-12-24,75.500000,77.349998,74.559998,74.629997,73.827194,5613700
2021-12-31,74.589996,76.720001,68.440002,69.250000,68.921959,16503400
2022-01-07,69.209999,73.000000,67.230003,71.029999,70.693527,15851800
2022-01-14,71.000000,74.910004,70.860001,71.989998,71.648979,13411300
2022-01-21,71.400002,71.750000,67.410004,69.300003,68.971725,14936000
2022-01-28,69.260002,74.050003,67.849998,72.080002,71.738556,11567800
2022-02-04,71.639999,77.919998,71.410004,75.849998,75.490692,13038000
2022-02-11,75.889999,78.760002,70.550003,77.169998,76.804443,17767800
2022-02-18,77.690002,77.790001,74.500000,77.480003,77.112976,13603400
2022-02-25,78.050003,90.948997,76.839996,89.680000,89.255188,31204500
2022-03-04,89.430000,102.110001,88.910004,101.900002,101.417297,44137800
2022-03-11,98.489998,102.250000,92.779999,98.239998,97.774635,26881400
2022-03-18,98.239998,108.338997,97.830002,106.839996,106.333893,17663100
2022-03-25,107.000000,108.839996,95.870003,103.989998,103.497398,20002000
2022-04-01,104.239998,106.824997,100.650002,104.349998,104.349998,15987400
2022-04-08,106.050003,112.879997,103.550003,112.000000,112.000000,14482500
2022-04-15,112.290001,117.250000,107.029999,107.910004,107.910004,13221600
2022-04-22,106.860001,108.889999,96.010002,101.300003,101.300003,21136200
2022-04-29,102.410004,104.750000,97.889999,98.250000,98.250000,4584300
